ProductID,ProductCategory,ProductSubcategory,ProductGroup,ProductVendor,ProductName,ProductModel,ProductUnitCost,ProductUnitPrice,ProductWeight
1045,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 113,"52"" 1080P LCD",LN52B550,1394.61,2077.9689,31
1046,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 113,"52"" FULL HD 1080P LCD",LN52A850,2381,3095.3,24
1047,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 113,"55"" 1080P LCD",LN55B650,2070.24,2339.3712,26
1048,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 113,"55"" 1080P LED",UN55B8000,2739.28,3424.1,37
1049,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 113,"60"" 120HZ LED",UN60C6300,2238.82,2507.4784,38
1050,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 113,"65"" LED TV",UN65C6500,3345.98,4349.774,24
1051,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 117,"37"" 1080P LCD",TCL37S1,661.02,753.5628,33
1052,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 117,"37"" VIERA HD 720P LCD",TCL37C22,464.94,590.4738,27
1053,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"37"" LCD",37AV502R,570.57,781.6809,30
1054,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"37"" LCD",37CV510U,652.02,828.0654,36
1055,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"40"" 1080P FULL HD",40G300U,629.97,787.4625,26
1056,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"40"" 1080P HD LCD TV",40FT1U,454,671.92,20
1057,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"40"" LCD",40RV525R,642.26,912.0092,35
1058,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"40"" LCD",40RV525U,780.1,967.324,33
1059,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"40"" LCD",40XV645U,556.82,818.5254,28
1060,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" FULL HD 1080P",42XV545U,783,916.11,24
1061,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" LCD",42AV500U,860,1135.2,29
1062,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" LCD",42HL67,1023.59,1422.7901,39
1063,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" LCD",42HL67U,1023.73,1238.7133,40
1064,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" LCD",42RV535U,882.91,1227.2449,33
1065,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" LCD",42XV540U,891.91,1230.8358,21
1066,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" LCD",42ZV650U,970.11,1348.4529,40
1067,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"42"" LCD TV",42HL196,1429.12,2115.0976,20
1068,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"46"" LCD",46RV525U,1131.12,1594.8792,37
1069,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"46"" LCD",46SV670U,1063.15,1211.991,33
1070,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"46"" LCD",46XV545U,1045.13,1442.2794,39
1071,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"46"" LCD",46XV645U,1003.36,1464.9056,20
1072,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"46"" LCD TV",46RF350U,1389.69,2015.0505,33
1073,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"47"" LCD",47HL167,1511.49,1828.9029,20
1074,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"47"" LCD",47ZV650U,1212.84,1685.8476,33
1075,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"52"" 120HZ LCD",52XV545U,1707.75,2305.4625,34
1076,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"52"" LCD",52HL167,2042.53,2777.8408,22
1077,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"52"" LCD",52RV530U,1387.86,1693.1892,28
1078,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"52"" LCD",52XV645U,1289.78,1766.9986,21
1079,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"55"" LCD",55ZV650U,1392.99,2061.6252,31
1080,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,"65"" 480HZ 3D LED",65UL610U,2497,3420.89,32
1081,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 157,SEE MDL 55UX650U,55UX600,1630.53,2380.5738,37
1082,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 33,"37"" LCD FLAT PANEL",LC37GB5U,3105.69,3975.2832,31
1083,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 33,"46"" LCD",LC46D82U,1910.02,2177.4228,38
1084,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 33,"70"" 120HZ HD LED SMART TV",LC70LE732U,2470.53,3186.9837,24
1085,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 33,"80"" 120HZ FULL HD LED",LC80LE632U,3853.33,4277.1963,37
1086,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 70,"40"" LCD FLAT PANEL 1080P",LT40133,1398.6,1999.998,30
1087,HOME ELECTRONICS,LCD/LED FLAT PANEL,Large Screen LCD TVs,Vendor 70,"46"" LED",LT46164,1692.68,1929.6552,29
1088,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"26"" HDTV LCD TV",LNS2641DX,686.77,858.4625,40
1089,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"26"" LCD",LNT2642H,586.15,732.6875,20
1090,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"32"" LCD",LN32A300,468.61,571.7042,29
1091,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"32"" LCD",LN32A330,565.3,678.36,40
1092,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"32"" LCD",LN32A450,554.06,803.387,32
1093,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"32"" LCD",LN32C350,414.79,506.0438,39
1094,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"32"" LCD",LN32C450,406.98,508.725,35
1095,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 113,"32"" LCD",LNT3242H,689.09,826.908,33
1096,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"26"" LCD",26AV500A,482.63,545.3719,23
1097,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"26"" LCD",26HL47,581.77,727.2125,30
1098,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"26"" LCD W/DVD",26LV610U,338.54,446.8728,25
1099,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"27"" 720P MONITOR LCD TV",27HL85,1097.66,1394.0282,28
1100,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"32"" LCD",32AV502U,527,727.26,23
1101,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"32"" LCD",32HL67U,668.05,848.4235,23
1102,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"32"" LCD 1080P",32RV525R,492.31,576.0027,35
1103,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 157,"32"" LCD TV",32CV100U,388.16,438.6208,39
1104,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 224,"32"" LCD/DVD COMBO",LCDVD326A,307.02,343.8624,28
1105,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 225,"32"" LCD",LC320SLX,370.38,548.1624,21
1106,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 23,"17"" V EPEAT LCD Blac",V173DJB,109.58,135.8792,30
1107,HOME ELECTRONICS,LCD/LED FLAT PANEL,LCD TVs,Vendor 23,"42"" 1080p LCD HDTV",HL42XD2,576.39,662.8485,27
1108,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 157,"19"" LCD",19LV611U,274.98,404.2206,22
1109,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 157,"19"" LCD W/BUILT-IN DVD",19HLV87,337.5,432,27
1110,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 157,"19"" LCD W/DVD (WHITE)",19LV506,320,358.4,29
1111,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 157,"20"" LCD",20HL67,404.33,557.9754,29
1112,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 157,"23"" HD LCD",23HLV87,456.6,657.504,31
1113,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 157,"32"" LCD",32HL67,714.14,814.1196,25
1114,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 225,"32"" LCD TV",LC320SS8,590.63,767.819,29
1115,HOME ELECTRONICS,LCD/LED FLAT PANEL,TV/DVD Combos,Vendor 23,"19"" LCD High Definit",TFTV1925,157.92,224.2464,27
1116,HOME ELECTRONICS,MUSIC,Keyboards,Vendor 305,KEYBOARD,EZ150,125.08,182.6168,4
1117,HOME ELECTRONICS,MUSIC,Keyboards,Vendor 305,KEYBOARD,YPT210MS,104.65,122.4405,4
1118,HOME ELECTRONICS,PERSONAL AUDIO,Clocks,Vendor 23,Extra Loud LED Alarm,T101B,10.67,14.5112,5
1119,HOME ELECTRONICS,PERSONAL AUDIO,Clocks,Vendor 23,Travel Alarm Clock R,T315S,15.95,17.864,5
1120,HOME ELECTRONICS,PERSONAL NAVIGATION,GPS,Vendor 23,Nuvi 1690 GPS,NUVI1690,344.2,495.648,4
1121,HOME ELECTRONICS,PERSONAL NAVIGATION,GPS,Vendor 23,Nuvi 255W GPS,NUVI255W,163.04,228.256,3
1122,HOME ELECTRONICS,PERSONAL NAVIGATION,GPS,Vendor 23,Roadmate 2035 GPS,ROADMATE2035,152.15,174.9725,3
1123,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 23,"Fixed Mount 32"" - 63""",55264,39.6,52.668,17
1124,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 23,Flat Panel Monitor Stand,60046,28.6,37.752,11
1125,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 23,Flat Wall Mount Flat,PHW100M,22.55,26.609,15
1126,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 23,"LCD/Plasma wall-mount 32""",CEMT0612S1,46.2,57.288,17
1127,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 23,"LCD/Plasma wall-mount 32""",CEMT0712S1,56.1,63.954,13
1128,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 23,"Tilt Mount 32"" - 63""",55270,123.2,155.232,12
1129,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 23,"Tilt Mount up to 32""",55305,27.5,38.5,14
1130,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 691,HD MOUNT KIT,ZLMH3660TRS,76.93,104.6248,18
1131,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 691,HD MOUNT KITS,ZLMHD2342T,59.34,68.8344,19
1132,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 72,FLAT PANEL ADAPTOR,UFP280,16.07,22.0159,17
1133,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 72,PLASMA MOUNT,PSDVT,190.19,270.0698,18
1134,HOME ELECTRONICS,PLASMA ACCESSORIES,TV Mounts,Vendor 72,UNIVERSAL SWINGOUT MOUNT,AM3B,289.05,349.7505,13
1135,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"42"" HD PLASMA TV",HPS4253X,1310.37,1454.5107,20
1136,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"42"" PLASMA",HPT4254,970.56,1106.4384,27
1137,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"42"" PLASMA",PN42A450,759.51,1139.265,27
1138,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"42"" PLASMA TV",SPR4232,1678.23,2483.7804,24
1139,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" 1080P PLASMA",PN50B550,1042.63,1365.8453,44
1140,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" 1080P PLASMA",PN50C550,988.59,1126.9926,29
1141,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" 720P PLASMA",PN50B450,781.52,1031.6064,21
1142,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" HD PLASMA TV",HPS5053X,1959.12,2252.988,40
1143,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" PLASMA",HPT5054,1345.28,1654.6944,30
1144,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" PLASMA",PN50A650,1462.55,2091.4465,34
1145,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" PLASMA",PN50B430,715.05,993.9195,31
1146,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"50"" PLASMA (FPT5084)",FTP5084,1963.75,2493.9625,24
1147,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"51"" 1080P 3D PLASMA",PN51D550,916.69,1338.3674,35
1148,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"58"" 1080P INTERNET CONNEC",PN58C6500,1743.36,2266.368,20
1149,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"58"" 1080P PLASMA",PN58B560,1785.74,2303.6046,28
1150,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"58"" 3D PLASMA (SP. ORDER)",PN58C8000,2181.82,2705.4568,31
1151,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"58"" PLASMA HD 1080P",PN58A550,2332.56,3475.5144,27
1152,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"59"" 3D SMART TV PLASMA",PN59D7000,1859.13,2528.4168,23
1153,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 113,"64"" 1080P PLASMA",PN64D550,1616.12,2424.18,31
1154,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 117,"42"" PLASMA HDTV",TCP42X1,613.23,864.6543,39
1155,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 117,"46"" 1080P PLASMA HDTV",TCP46S1,1007.85,1410.99,43
1156,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 117,"50"" 1080P PLASMA HDTV",TCP50S1,1085.62,1585.0052,15
1157,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 117,"50"" PLASMA HDTV",TCP50X1,794.75,1009.3325,22
1158,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 117,"58"" 1080P PLASMA",TCP58S1,1751.09,2276.417,17
1159,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 117,"58"" PLASMA",TH58PZ800U,1901.25,2471.625,39
1160,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 5,"42"" HDTV PLASMA",42HDF52,2005.15,2406.18,35
1161,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 5,"50"" PLASMA HD1080",P50H401,1400.76,1652.8968,18
1162,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 5,"50"" PLASMA HDTV",50HDA39,1443,1948.05,29
1163,HOME ELECTRONICS,PLASMA TV,Plasma TV,Vendor 5,"55"" PLASMA",55HDS69,1446.09,2096.8305,29
1164,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 310,IPOD NANO 8GB (BLUE),MC037,138.6,182.952,3
1165,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 310,IPOD TOUCH 32GB,MC544LLA,319.01,408.3328,2
1166,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 310,IPOD TOUCH 8GB,MC540LLA,212.48,244.352,1
1167,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 77,1 GB NANO WHITE,IPODNANO1GBWHITE,143,200.2,3
1168,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 77,IPOD PHOTO,IPODPHOTO30GB,334.4,494.912,1
1169,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 77,IPOD SHUFFLE,IPODSHUFFLE512MB,75.29,108.4176,1
1170,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 77,PHOTO/VIDEO IPOD,IPOD30GBBLACK,286,417.56,1
1171,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 77,PHOTO/VIDEO IPOD,IPOD30GBWHITE,238.7,288.827,1
1172,HOME ELECTRONICS,PORTABLE AUDIO,IPod,Vendor 77,SHUFFLE 1GB GEN,IPODSHUFFLE1GGEN,75.9,110.055,3
1173,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 113,MP3 PLAYER (BLACK),YPU3JQB,53.65,69.745,3
1174,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 121,IPOD,IPOD60GBPHOTO,389.86,514.6152,2
1175,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,"1.5"" Color MP3 Video",EM102VIDPR,29.7,36.828,2
1176,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,"1.8"" Video MP3 Player 2GB",MP6202G,25.03,31.7881,1
1177,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,1GB Video Enabled MP,MMP8565C,41.51,58.5291,3
1178,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,4GB Kanguru Micro MP3,MP4G,25.67,28.7504,2
1179,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,4GB MP3 PLAYER,EM144VIDBU,33.55,45.628,1
1180,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,4GB MP3 PLAYER,EM144VIDPR,33.55,39.589,2
1181,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,4GB Pink MP3 Player,MMP8595PNK,37,52.54,2
1182,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,4GP MP3 PLAYER,EM144VIDP,33.55,38.918,1
1183,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,8GB Touch MP3 Player,MMP9490BLK,82.5,100.65,2
1184,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,ARCHOS 2 8GB Chocola,501441,55.81,63.6234,2
1185,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Clip MP3 Player w/ 2gb Me,MP5502G,20.35,27.4725,1
1186,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Ematic 4GB Video Player G,EM144VIDG,33.55,46.6345,2
1187,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Ematic 4GB Video Player R,EM144VIDR,0,0,2
1188,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Ematic 8GB Video MP3,EM424CAMP,72.6,98.736,1
1189,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Ematic 8GB Video MP3,EM464CAMR,72.6,90.024,1
1190,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,MP3 PLAYER,EM102VIDGR,29.15,41.1015,3
1191,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,MP3 PLAYER (RED),NWZE345RED,98.52,132.0168,1
1192,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Raven 2GB MP3,MP3RAVEN,18.9,27.405,3
1193,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Sports MP3 Player w/,MPC556,29.7,42.471,1
1194,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Trio T3000 4GB MP4,TRIOT3000,56.44,67.1636,3
1195,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Trio TCH843 8GB MP4,TRIOTCH843,67.39,90.3026,2
1196,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,Trio V418 4GB MP4,TRIOV418,30.47,39.9157,3
1197,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,V-Motion 8GB MP3/MP4/Came,VL8738GBGRN,53.34,73.6092,2
1198,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 23,"V-Motion Pro 4GB, Blu",ME9644GBBLU,42.51,56.9634,3
1199,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 489,30GB MP3 PLAYER (WHITE),27458,51.72,74.4768,1
1200,HOME ELECTRONICS,PORTABLE AUDIO,MP3,Vendor 73,MP3 PLAYER,TH2002,23.23,29.9667,2
1201,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 130,BOOMBOX,BC118W,16.98,21.225,5
1202,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 130,PERSONAL ELECTRONICS,Y0060RSYEL,6.05,7.139,5
1203,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 23,"""Mega Sound"" Extra Loud A",T110T,12.65,14.421,10
1204,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 23,Boombox Top Load CD Playe,MP3851BLK,29.7,40.689,7
1205,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 23,Personal CD player w Mini,CXCD2234,19.8,28.512,5
1206,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 23,Portable CD Player,PD5098,29.7,39.204,9
1207,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 23,Portable MP3 CD/Cass Reco,MPCD450BLK,35.75,47.905,7
1208,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,ALARM CLOCK FOR IPOD,IP11BVC,48.6,61.722,8
1209,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,ALARM CLOCK SPEAKER SYST,IP39SZC,81.18,111.2166,10
1210,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,ALARM CLOCK SPEAKER SYST,IP39WZC,81.18,90.1098,7
1211,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,COMPACT STEREO,IA5BV,77.55,89.1825,6
1212,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,PORTABLE SPEAKER SYSTEM,IHM9B,16.81,21.0125,7
1213,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,PORTABLE SPKR SYST CASE,IP37PVC,66.33,93.5253,9
1214,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,RECHARGE PRTB STEREO SYST,IP46BV,86.37,113.1447,10
1215,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 468,TRAVEL ALARM CLOCK,IH16LVX,41.02,48.8138,9
1216,HOME ELECTRONICS,PORTABLE AUDIO,"Portable Speakers, Docks & Radios",Vendor 73,IPOD CLOCK RADIO,RC59I,27.6,35.88,6
1217,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 113,DVD MICRO SYST W/IPOD DCK,MMD470,123.75,174.4875,8
1218,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,Dual Alarm Clock w/,IMM153WHT,50.08,64.1024,9
1219,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,iPod Speaker System LCD B,MI3020BLK,40.48,53.8384,4
1220,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,Micro Component Syst,RDN1,88.22,131.4478,9
1221,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,Micro Shelf System Black,CXCD400BLACK,36.3,43.923,10
1222,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,Mini Turntable Vinyl,GDIVW00,66,87.78,7
1223,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,Personal Surround Sp,XSSR3,140.65,165.967,7
1224,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,Portable CD Boombox,CSMP142,37.4,56.1,5
1225,HOME ELECTRONICS,PORTABLE AUDIO,Shelf Systems,Vendor 23,Portable Sport Case,IH13CQ,34.62,48.1218,9
1226,HOME ELECTRONICS,PORTABLE AUDIO ACCES,Over Ear Headphones,Vendor 345,129349 DR DRE TOUR BEATS,MHBTSIECT,125.14,145.1624,4
1227,HOME ELECTRONICS,PORTABLE AUDIO ACCES,Over Ear Headphones,Vendor 345,129442 BEATS DR DRE SOLO,MHBTSONSOWHCT,146.21,181.3004,8
1228,HOME ELECTRONICS,PORTABLE AUDIO ACCES,Portable Audio Accessories,Vendor 14,FM TRAMSITTER,F8Z176,75.9,113.85,7
1229,HOME ELECTRONICS,PORTABLE AUDIO ACCES,Portable Audio Accessories,Vendor 14,TOUCH CLEAR ACRYLIC,F8Z228,13.2,19.536,10
1230,HOME ELECTRONICS,PORTABLE AUDIO ACCES,Portable Audio Accessories,Vendor 142,EARPHONES,BA3E,2.7,3.105,10
1231,HOME ELECTRONICS,PORTABLE AUDIO ACCES,Portable Audio Accessories,Vendor 142,OVER EAR EARPHONES,HY820DJSLV,7.54,10.933,4
1232,HOME ELECTRONICS,PORTABLE AUDIO ACCES,Portable Audio Accessories,Vendor 23,2.4GHz Wireless Headphone,AWD205,54.5,77.39,4
